category,name,mrp,discount_pct_raw,available_qty,discounted_price,weight_g,out_of_stock,qty,discount_amount,discount_pct,total_revenue_raw,price_per_gms,mrp_bucket,weight_kg,discounted_price_calc,total_revenue_calc
Cooking Essentials,Hershey's Syrup Delicious Strawberry,9500,0,1,9500,200,FALSE,200,0,1,40000,47.5,High,0.2,9500,1900000
Cooking Essentials,Popular Essentials Anjeer,19000,11,4,16900,100,FALSE,100,2100,1,10000,169,High,0.1,16900,1690000
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,2000,0,2,2000,100,FALSE,100,0,1,10000,20,Medium,0.1,2000,200000
Cooking Essentials,Weikfield Baking Powder,3300,3,6,3200,100,FALSE,100,100,1,10000,32,Medium,0.1,3200,320000
Cooking Essentials,Dabur Honey Squeezy,18500,9,6,16700,225,FALSE,225,1800,1,50625,74.22,High,0.225,16700,3757500
Cooking Essentials,Tata Sampann High Protein Kali Urad,9100,14,6,7800,500,FALSE,500,1300,0.9,250000,15.6,High,0.5,7800,3900000
Cooking Essentials,Everest Kitchen King Masala,3700,2,6,3600,50,FALSE,50,100,1,2500,72,Medium,0.05,3600,180000
Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,FALSE,500,8000,1,250000,16,High,0.5,8000,4000000
Cooking Essentials,TilSona Til Oil,18000,10,2,16200,500,FALSE,500,1800,1,250000,32.4,High,0.5,16200,8100000
Cooking Essentials,Top Ramen Chicken Noodles,6000,10,1,5400,280,FALSE,280,600,1,78400,19.29,High,0.28,5400,1512000
Cooking Essentials,Everest Chaat Masala,3500,2,1,3400,50,FALSE,50,100,1,2500,68,Medium,0.05,3400,170000
Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,8900,10,2,8000,40,FALSE,40,900,1,1600,200,High,0.04,8000,320000
Cooking Essentials,Popular Essentials White Peas (Un-Polished),8000,10,5,7200,500,FALSE,500,800,0.9,250000,14.4,High,0.5,7200,3600000
Cooking Essentials,Chings Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,FALSE,60,0,1,3600,73.33,High,0.06,4400,264000
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,FALSE,5,1500,1,25000,20.7,High,5,103500,517500
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,FALSE,165,500,1,27225,56.97,High,0.165,9400,1551000
Cooking Essentials,Hershey's Caramel Syrup,23000,0,1,23000,623,FALSE,623,0,1,388129,36.92,High,0.623,23000,14329000
Cooking Essentials,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,FALSE,1,400,0.8,1000,5.6,High,1,5600,5600
Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,FALSE,240,200,1,57600,49.17,High,0.24,11800,2832000
Cooking Essentials,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,FALSE,200,0,1,40000,21.5,High,0.2,4300,860000
Cooking Essentials,MTR 3 Min Poha,2500,0,6,2500,60,FALSE,60,0,1,3600,41.67,Medium,0.06,2500,150000
Cooking Essentials,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,FALSE,60,0,1,3600,25,Low,0.06,1500,90000
Cooking Essentials,Everest Pav Bhaji Masala,7000,0,2,7000,100,FALSE,100,0,1,10000,70,High,0.1,7000,700000
Cooking Essentials,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,FALSE,680,1500,1,423640,32.91,High,0.623,20500,13940000
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,FALSE,200,900,1,40000,23,High,0.2,4600,920000
Cooking Essentials,24 Mantra Red Chilly Whole,7000,7,1,6500,100,FALSE,100,500,1,10000,65,High,0.1,6500,650000
Cooking Essentials,Dabur Honey - World's No.1,12000,0,6,12000,250,FALSE,250,0,1,62500,48,High,0.25,12000,3000000
Cooking Essentials,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,FALSE,200,100,1,40000,19.5,High,0.2,3900,780000
Cooking Essentials,24 Mantra Organic Wheat Daliya ,4800,2,2,4700,500,FALSE,500,100,0.9,250000,9.4,High,0.5,4700,2350000
Cooking Essentials,24 Mantra Organic Ragi Flour,6500,20,4,5200,500,FALSE,500,1300,0.9,250000,10.4,High,0.5,5200,2600000
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),3500,5,6,3300,25,FALSE,25,200,1,625,132,Medium,0.025,3300,82500
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,21500,0,4,21500,1000,FALSE,1,0,1,1000,21.5,High,1,21500,21500
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,10200,7,4,9400,2000,FALSE,2,800,0.8,4000,4.7,High,2,9400,18800
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500,7,5,7900,500,FALSE,500,600,0.9,250000,15.8,High,0.5,7900,3950000
Cooking Essentials,Popular Essentials HMT Kolam Steam,7500,0,3,7500,1000,FALSE,1,0,0.9,1000,7.5,High,1,7500,7500
Cooking Essentials,Popular Essentials Black Urad Split,8000,10,4,7200,500,FALSE,500,800,0.9,250000,14.4,High,0.5,7200,3600000
Cooking Essentials,Keya Oregano,10900,10,5,9800,9,FALSE,9,1100,1,81,1088.89,High,0.009,9800,88200
Cooking Essentials,Popular Essentials Pink Rajma,10000,10,6,9000,500,FALSE,500,1000,1,250000,18,High,0.5,9000,4500000
Cooking Essentials,Everest Chicken Masala,7400,2,6,7200,100,FALSE,100,200,1,10000,72,High,0.1,7200,720000
Cooking Essentials,Popular Essentials HMT Kolam Steam,37000,10,6,33300,5000,FALSE,5,3700,0.9,25000,6.66,High,5,33300,166500
Cooking Essentials,Everest Shahi Paneer Masala,4200,4,5,4000,50,FALSE,50,200,1,2500,80,High,0.05,4000,200000
Cooking Essentials,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,FALSE,500,3200,1,250000,58.6,High,0.5,29300,14650000
Cooking Essentials,Flying Bird Vanilla Essence,3500,2,6,3400,20,FALSE,20,100,1,400,170,Medium,0.02,3400,68000
Cooking Essentials,Everest Sabji Masala,3000,3,6,2900,50,FALSE,50,100,1,2500,58,Medium,0.05,2900,145000
Cooking Essentials,Popular Essentials Californian Almond,69500,32,6,47000,500,FALSE,500,22500,1,250000,94,High,0.5,47000,23500000
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,FALSE,80,2200,1,6400,110,High,0.08,8800,704000
Cooking Essentials,Everest Rajma Masala,3300,3,5,3200,50,FALSE,50,100,1,2500,64,Medium,0.05,3200,160000
Cooking Essentials,Popular Essentials White Til,4000,5,1,3800,100,FALSE,100,200,1,10000,38,High,0.1,3800,380000
Cooking Essentials,Amul Dark Compound Chocolate Slab,12500,2,6,12200,500,FALSE,500,300,1,250000,24.4,High,0.5,12200,6100000
Cooking Essentials,Mothers Recipe Papad Chana Masala,7900,10,6,7100,200,FALSE,200,800,1,40000,35.5,High,0.2,7100,1420000
Cooking Essentials,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,FALSE,240,0,1,57600,25,High,0.24,6000,1440000
Cooking Essentials,Amul Milk Compound Chocolate Slab,11000,2,6,10700,500,FALSE,500,300,1,250000,21.4,High,0.5,10700,5350000
Cooking Essentials,Eastern Chicken Masala,7000,7,3,6500,100,FALSE,100,500,1,10000,65,High,0.1,6500,650000
Cooking Essentials,Popular Essentials Methi Seeds,2500,0,5,2500,100,FALSE,100,0,1,10000,25,Medium,0.1,2500,250000
Cooking Essentials,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,FALSE,46,0,1,2116,43.48,Medium,0.046,2000,92000
Cooking Essentials,Cadbury Hot Chocolate,17500,5,6,16600,200,FALSE,200,900,1,40000,83,High,0.2,16600,3320000
Cooking Essentials,Ching's Chicken Chilli Masala,1000,0,6,1000,20,FALSE,20,0,1,400,50,Low,0.02,1000,20000
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200,6,6,5800,250,FALSE,250,400,1,62500,23.2,High,0.25,5800,1450000
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,10000,10,6,9000,50,FALSE,50,1000,1,2500,180,High,0.05,9000,450000
Cooking Essentials,Popular Essentials Idli Rice,6000,10,4,5400,1000,FALSE,1,600,0.8,1000,5.4,High,1,5400,5400
Cooking Essentials,Everest Chole Masala,3300,3,1,3200,50,FALSE,50,100,1,2500,64,Medium,0.05,3200,160000
Cooking Essentials,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,FALSE,200,300,1,40000,22.5,High,0.2,4500,900000
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500,2,6,3400,48,FALSE,48,100,1,2304,70.83,Medium,0.048,3400,163200
Cooking Essentials,Popular Essentials Cooking Soda,3000,10,6,2700,200,FALSE,200,300,0.9,40000,13.5,Medium,0.2,2700,540000
Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,25500,6,2,23900,1000,FALSE,1,1600,1,1000,23.9,High,1,23900,23900
Cooking Essentials,Everest Pani Puri Masala,3100,3,6,3000,50,FALSE,50,100,1,2500,60,Medium,0.05,3000,150000
Cooking Essentials,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,FALSE,70,500,1,4900,64.29,High,0.07,4500,315000
Cooking Essentials,Ching's Veg Manchurian Masala,1000,0,2,1000,20,FALSE,20,0,1,400,50,Low,0.02,1000,20000
Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,22000,50,6,11000,200,FALSE,200,11000,1,40000,55,High,0.2,11000,2200000
Cooking Essentials,Everest Garam Masala,15800,10,6,14200,200,FALSE,200,1600,1,40000,71,High,0.2,14200,2840000
Cooking Essentials,24 Mantra Organic Jowar Flour,7000,7,6,6500,500,FALSE,500,500,0.9,250000,13,High,0.5,6500,3250000
Cooking Essentials,Maggi Coconut Milkpowder,10000,0,6,10000,100,FALSE,100,0,1,10000,100,High,0.1,10000,1000000
Cooking Essentials,On1y Pepper Grinder,15900,9,1,14400,50,FALSE,50,1500,1,2500,288,High,0.05,14400,720000
Cooking Essentials,Popular Essentials Rice Flour,6000,0,3,6000,1000,FALSE,1,0,0.8,1000,6,High,1,6000,6000
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,FALSE,65,300,1,4225,38.46,Medium,0.065,2500,162500
Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,9500,0,6,9500,1000,FALSE,1,0,0.9,1000,9.5,High,1,9500,9500
Cooking Essentials,Happilo Premium Afghani Anjeer,36500,29,2,25600,200,FALSE,200,10900,1,40000,128,High,0.2,25600,5120000
Cooking Essentials,Popular Essentials Chiroti Sooji,3500,2,6,3400,500,FALSE,500,100,0.9,250000,6.8,Medium,0.5,3400,1700000
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,33000,10,5,29400,1000,FALSE,1,3600,1,1000,29.4,High,1,29400,29400
Cooking Essentials,Popular Essentials Red Rajma,9000,10,6,8100,500,FALSE,500,900,0.9,250000,16.2,High,0.5,8100,4050000
Cooking Essentials,Cornitos Peanut - Premium Salted ,12000,10,6,10800,150,FALSE,150,1200,1,22500,72,High,0.15,10800,1620000
Cooking Essentials,Popular Essentials Black Pepper,10000,10,5,9000,100,FALSE,100,1000,1,10000,90,High,0.1,9000,900000
Cooking Essentials,24 Mantra Organic Tur Dal - Split,13000,7,6,12000,500,FALSE,500,1000,1,250000,24,High,0.5,12000,6000000
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,6500,6,3,6100,110,FALSE,100,400,1,11000,55.45,High,0.11,6100,610000
Cooking Essentials,Ching's Secret Paneer Chilli Masala,1000,0,2,1000,20,FALSE,20,0,1,400,50,Low,0.02,1000,20000
Cooking Essentials,Dabur Honey ,22000,7,3,20400,500,FALSE,500,1600,1,250000,40.8,High,0.5,20400,10200000
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,FALSE,65,500,1,4225,35.38,Medium,0.065,2300,149500
Cooking Essentials,Everest Tea Masala,5500,9,2,5000,50,FALSE,50,500,1,2500,100,High,0.05,5000,250000
Cooking Essentials,Ching's Paneer Chilli Masala,4400,0,4,4400,60,FALSE,60,0,1,3600,73.33,High,0.06,4400,264000
Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,FALSE,405,700,0.9,164025,15.56,High,0.405,6300,2551500
Cooking Essentials,Everest Meat Masala Powder,7400,9,3,6700,100,FALSE,100,700,1,10000,67,High,0.1,6700,670000
Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,29500,16,6,24500,5000,FALSE,5,5000,0.8,25000,4.9,High,5,24500,122500
Cooking Essentials,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,FALSE,200,100,1,40000,24.5,High,0.2,4900,980000
Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,FALSE,200,400,1,40000,22.5,High,0.2,4500,900000
Cooking Essentials,Popular Essentials Cloves (Lavang),7500,17,6,6200,50,FALSE,50,1300,1,2500,124,High,0.05,6200,310000
Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,FALSE,280,1500,1,78400,28.93,High,0.28,8100,2268000
Cooking Essentials,Suhana Paneer Tikka Masala Mix,4000,5,6,3800,50,FALSE,50,200,1,2500,76,High,0.05,3800,190000
Cooking Essentials,24 Mantra Turmeric Powder,3500,2,6,3400,100,FALSE,100,100,1,10000,34,Medium,0.1,3400,340000
Cooking Essentials,24 Mantra Super Grain Quinoa,19000,0,4,19000,500,FALSE,500,0,1,250000,38,High,0.5,19000,9500000
Cooking Essentials,Everest Powder - Egg Curry Masala,4000,2,6,3900,50,FALSE,50,100,1,2500,78,High,0.05,3900,195000
Cooking Essentials,Popular Essentials Pe Shah Jeera ,6000,15,6,5100,50,FALSE,50,900,1,2500,102,High,0.05,5100,255000
Cooking Essentials,24 Mantra Organic Sattu Atta,9500,0,6,9500,500,FALSE,500,0,0.9,250000,19,High,0.5,9500,4750000
Cooking Essentials,Smith & Jones Pasta Masala,4600,0,6,4600,54,FALSE,54,0,1,2916,85.19,High,0.054,4600,248400
Cooking Essentials,Weikfield Vanilla Custard Powder,14200,9,3,12800,500,FALSE,500,1400,1,250000,25.6,High,0.5,12800,6400000
Cooking Essentials,Sugarfree Natura Low Calorie Sweetner ,30000,10,3,27000,42,FALSE,42,3000,1,1764,642.86,High,0.042,27000,1134000
Cooking Essentials,Pillsbury Vanilla Custard Powder,3700,2,6,3600,100,FALSE,100,100,1,10000,36,Medium,0.1,3600,360000
Cooking Essentials,24 Mantra Organic Rajma,14500,0,6,14500,500,FALSE,500,0,1,250000,29,High,0.5,14500,7250000
Cooking Essentials,Popular Essentials Broken Wheat/Daliya,3500,2,6,3400,500,FALSE,500,100,0.9,250000,6.8,Medium,0.5,3400,1700000
Cooking Essentials,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,FALSE,250,1100,1,62500,77.6,High,0.25,19400,4850000
Cooking Essentials,Smith & Jones Peri Peri Masala,9900,0,6,9900,75,FALSE,75,0,1,5625,132,High,0.075,9900,742500
Cooking Essentials,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,FALSE,500,2400,1,250000,34.2,High,0.5,17100,8550000
Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),8500,9,5,7700,500,FALSE,500,800,0.9,250000,15.4,High,0.5,7700,3850000
Cooking Essentials,Weikfield Baking Powder,2200,0,6,2200,50,FALSE,50,0,1,2500,44,Medium,0.05,2200,110000
Cooking Essentials,Popular Essentials Bajra Whole,6500,13,6,5600,1000,FALSE,1,900,0.8,1000,5.6,High,1,5600,5600
Cooking Essentials,Weikfield Veg Jelly Crystals - Strawberry,4500,2,6,4400,90,FALSE,90,100,1,8100,48.89,High,0.09,4400,396000
Cooking Essentials,Weikfield Veg Jelly Crystals - Raspberry,4500,2,6,4400,90,FALSE,90,100,1,8100,48.89,High,0.09,4400,396000
Cooking Essentials,Popular Essentials Masoor Dal Split (Un-Polished),7000,10,4,6300,500,FALSE,500,700,0.9,250000,12.6,High,0.5,6300,3150000
Cooking Essentials,Popular Essentials Ajwain Whole,5000,12,2,4400,100,FALSE,100,600,1,10000,44,High,0.1,4400,440000
Cooking Essentials,Popular Essentials Pista Salted (With Shell),47000,21,5,37100,250,FALSE,250,9900,1,62500,148.4,High,0.25,37100,9275000
Cooking Essentials,The Bake Shop Bread Crumbs,5000,6,3,4700,400,FALSE,400,300,0.9,160000,11.75,High,0.4,4700,1880000
Cooking Essentials,Popular Essentials Horse Gram,4000,10,4,3600,500,FALSE,500,400,0.9,250000,7.2,High,0.5,3600,1800000
Cooking Essentials,Hershey's Chocolate Syrup,9500,0,4,9500,200,FALSE,200,0,1,40000,47.5,High,0.2,9500,1900000
Cooking Essentials,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,FALSE,250,1600,1,62500,57.6,High,0.25,14400,3600000
Cooking Essentials,Everest Kasuri Methi,2500,0,6,2500,25,FALSE,25,0,1,625,100,Medium,0.025,2500,62500
Cooking Essentials,Satyam Makhana,20800,0,6,20800,100,FALSE,100,0,1,10000,208,High,0.1,20800,2080000
Cooking Essentials,Everest Tandoori Chicken Masala,3900,2,5,3800,50,FALSE,50,100,1,2500,76,Medium,0.05,3800,190000
Cooking Essentials,Weikfield Falooda Mix - Kesar Pista,4900,2,3,4800,200,FALSE,200,100,1,40000,24,High,0.2,4800,960000
Cooking Essentials,Weikfield Cocoa Powder,7000,7,6,6500,50,FALSE,50,500,1,2500,130,High,0.05,6500,325000
Cooking Essentials,Pantai Coconut Cream,15000,4,4,14300,400,FALSE,400,700,1,160000,35.75,High,0.4,14300,5720000
Cooking Essentials,Popular Essentials Coriander Seeds,1500,0,5,1500,50,FALSE,50,0,1,2500,30,Low,0.05,1500,75000
Cooking Essentials,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,FALSE,240,0,1,57600,25,High,0.24,6000,1440000
Cooking Essentials,Eastern Fish Masala,4800,2,5,4700,100,FALSE,100,100,1,10000,47,High,0.1,4700,470000
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,27500,0,6,27500,5000,FALSE,5,0,0.8,25000,5.5,High,5,27500,137500
Cooking Essentials,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",21500,9,4,19400,1000,FALSE,1,2100,1,1000,19.4,High,1,19400,19400
Cooking Essentials,Everest Dry Ginger Powder,7500,9,4,6800,100,FALSE,100,700,1,10000,68,High,0.1,6800,680000
Cooking Essentials,Pillsbury Cooker Cake Mix - Choco,10000,11,6,8900,159,FALSE,159,1100,1,25281,55.97,High,0.159,8900,1415100
Cooking Essentials,Hersheys Chocolate Almond Syrup,20000,0,2,20000,450,FALSE,450,0,1,202500,44.44,High,0.45,20000,9000000
Cooking Essentials,Satyam Nighties Spices  Chilli Pandi,5600,7,5,5200,100,FALSE,100,400,1,10000,52,High,0.1,5200,520000
Cooking Essentials,Popular Essentials Popular Essential Pista Salted (With Shell),19000,10,6,17100,100,FALSE,100,1900,1,10000,171,High,0.1,17100,1710000
Cooking Essentials,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,FALSE,360,2900,1,129600,73.89,High,0.36,26600,9576000
Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,35000,10,5,31200,5000,FALSE,5,3800,0.9,25000,6.24,High,5,31200,156000
Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed) ,35000,10,6,31200,1000,FALSE,1,3800,1,1000,31.2,High,1,31200,31200
Cooking Essentials,24 Mantra Organic Black Pepper,17000,7,6,15700,100,FALSE,100,1300,1,10000,157,High,0.1,15700,1570000
Cooking Essentials,Popular Essentials Green Moong Whole,9000,16,3,7500,500,FALSE,500,1500,0.9,250000,15,High,0.5,7500,3750000
Cooking Essentials,24 Mantra Organic Masoor Dal - Split,9500,7,6,8800,500,FALSE,500,700,0.9,250000,17.6,High,0.5,8800,4400000
Cooking Essentials,Praakritik Organic Natural Rock Salt,6000,6,3,5600,500,FALSE,500,400,0.9,250000,11.2,High,0.5,5600,2800000
Cooking Essentials,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,39000,11,5,34700,1000,FALSE,1,4300,1,1000,34.7,High,1,34700,34700
Cooking Essentials,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,FALSE,240,0,1,57600,25,High,0.24,6000,1440000
Cooking Essentials,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,FALSE,500,2400,1,250000,34.2,High,0.5,17100,8550000
Cooking Essentials,Dabur 100% Pure Honey - Worlds No.1,43000,10,6,38700,1000,FALSE,1,4300,1,1000,38.7,High,1,38700,38700
Cooking Essentials,Popular Essentials Star Anise,7000,10,5,6300,25,FALSE,25,700,1,625,252,High,0.025,6300,157500
Cooking Essentials,Ching's Secret Chicken 65 Masala - Chicken,1000,0,5,1000,20,FALSE,20,0,1,400,50,Low,0.02,1000,20000
Cooking Essentials,Cadbury Cocoa Powder,22300,5,6,21100,150,FALSE,150,1200,1,22500,140.67,High,0.15,21100,3165000
Cooking Essentials,Praakritik Natural Desi Gir Cow A2 Ghee,145000,10,6,130500,540,FALSE,540,14500,1,291600,241.67,High,0.54,130500,70470000
Cooking Essentials,Praakritik Organic Poha,12000,6,5,11200,500,FALSE,500,800,1,250000,22.4,High,0.5,11200,5600000
Cooking Essentials,Praakritik Organic Natural Wild Forest Honey,16000,6,4,15000,200,FALSE,200,1000,1,40000,75,High,0.2,15000,3000000
Cooking Essentials,Popular Essentials Dry Dates (Kharak),14000,15,6,11800,250,FALSE,250,2200,1,62500,47.2,High,0.25,11800,2950000
Cooking Essentials,Popular Essentials Kashmiri Red Rajma,9500,6,4,8900,500,FALSE,500,600,0.9,250000,17.8,High,0.5,8900,4450000
Cooking Essentials,Dabur Hommade - Garlic Paste,5000,6,6,4700,200,FALSE,200,300,1,40000,23.5,High,0.2,4700,940000
Cooking Essentials,Dabur 100% Pure Honey,33000,10,1,29700,400,FALSE,400,3300,1,160000,74.25,High,0.4,29700,11880000
Cooking Essentials,Ching's Schezwan Fried Rice(Miracle Masala),4400,0,5,4400,60,FALSE,60,0,1,3600,73.33,High,0.06,4400,264000
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",3500,2,1,3400,40,FALSE,40,100,1,1600,85,Medium,0.04,3400,136000
Cooking Essentials,Everest Tandoori Chicken Masala,7400,9,3,6700,100,FALSE,100,700,1,10000,67,High,0.1,6700,670000
Cooking Essentials,Popular Essentials Red Poha,4500,4,6,4300,500,FALSE,500,200,0.9,250000,8.6,High,0.5,4300,2150000
Cooking Essentials,Everest Kitchen King Masala,14200,9,6,12800,200,FALSE,200,1400,1,40000,64,High,0.2,12800,2560000
Cooking Essentials,Pillsbury Oven Cake Mix - Rich Chocolate,16500,10,5,14700,285,FALSE,285,1800,1,81225,51.58,High,0.285,14700,4189500
Cooking Essentials,Eastern Super Garam Masala,7400,6,2,6900,200,FALSE,200,500,1,40000,34.5,High,0.2,6900,1380000
Cooking Essentials,Maggi Magic Cubes Extra Chicken,4000,2,6,3900,48,FALSE,48,100,1,2304,81.25,High,0.048,3900,187200
Cooking Essentials,Satyam Nighties Spices  Chilli Kashmiri,10200,6,6,9500,100,FALSE,100,700,1,10000,95,High,0.1,9500,950000
Cooking Essentials,Eastern Cumin Powder,4900,2,6,4800,100,FALSE,100,100,1,10000,48,High,0.1,4800,480000
Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),9000,10,6,8100,500,FALSE,500,900,0.9,250000,16.2,High,0.5,8100,4050000
Cooking Essentials,24 Mantra Organic Chana Dal,9500,6,5,8900,500,FALSE,500,600,0.9,250000,17.8,High,0.5,8900,4450000
Cooking Essentials,Delight Nuts Cashew Roasted & Salted,42500,20,6,34000,200,FALSE,200,8500,1,40000,170,High,0.2,34000,6800000
Cooking Essentials,Popular Essentials Mace/Javitri,9000,10,3,8100,20,FALSE,20,900,1,400,405,High,0.02,8100,162000
Cooking Essentials,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,FALSE,1,6400,1,1000,17.1,High,1,17100,17100
Cooking Essentials,Mother's Recipe Paste Ginger & Garlic,7600,10,4,6800,300,FALSE,300,800,1,90000,22.67,High,0.3,6800,2040000
Cooking Essentials,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,41000,10,6,36900,1000,FALSE,1,4100,1,1000,36.9,High,1,36900,36900
Cooking Essentials,Satyam Pulses Masur Dal,8700,6,6,8100,500,FALSE,500,600,0.9,250000,16.2,High,0.5,8100,4050000
Cooking Essentials,Delight Nuts Pista Roasted & Salted,42500,20,6,34000,200,FALSE,200,8500,1,40000,170,High,0.2,34000,6800000
